"Time","Source","Destination","Source Port","Destination Port","Protocol","ICMP Type","Length","Flags"
"13.002635","192.168.42.42","104.18.3.161","60051","443","QUIC","","1399",""
"13.002777","192.168.42.42","104.18.3.161","60051","443","QUIC","","1399",""
"13.004115","192.168.42.42","104.18.3.161","60051","443","QUIC","","1302",""
"13.064027","142.250.192.202","192.168.42.42","443","62466","TCP","","54","0x010"
"13.064240","104.18.3.161","192.168.42.42","443","60051","QUIC","","632",""
"13.064304","104.18.3.161","192.168.42.42","443","60051","QUIC","","69",""
"13.064485","104.18.3.161","192.168.42.42","443","60051","QUIC","","69",""
"13.064516","104.18.3.161","192.168.42.42","443","60051","QUIC","","94",""
"13.065364","104.18.3.161","192.168.42.42","443","60051","QUIC","","68",""
"13.065406","142.250.192.202","192.168.42.42","443","62466","TCP","","54","0x010"
"13.065608","142.250.192.202","192.168.42.42","443","62466","TCP","","54","0x010"
"13.067036","192.168.42.42","104.18.3.161","60051","443","QUIC","","87",""
"13.073757","104.18.3.161","192.168.42.42","443","62467","TCP","","54","0x010"
"13.079268","104.18.3.161","192.168.42.42","443","62467","TLSv1.3","","1424","0x010"
"13.107023","104.18.3.161","192.168.42.42","443","60051","QUIC","","69",""
"13.107363","104.18.3.161","192.168.42.42","443","62467","TLSv1.3","","1294","0x018"
"13.107411","192.168.42.42","104.18.3.161","62467","443","TCP","","54","0x010"
"13.124610","192.168.42.42","104.18.3.161","62467","443","TLSv1.3","","118","0x018"
"13.125243","192.168.42.42","104.18.3.161","62467","443","TLSv1.3","","224","0x018"
"13.126739","104.18.3.161","192.168.42.42","443","60051","QUIC","","68",""
"13.141547","142.250.192.202","192.168.42.42","443","62466","TLSv1.3","","822","0x018"
"13.141687","142.250.192.202","192.168.42.42","443","62466","TLSv1.3","","116","0x018"
"13.141731","192.168.42.42","142.250.192.202","62466","443","TCP","","54","0x010"
"13.141869","142.250.192.202","192.168.42.42","443","62466","TLSv1.3","","85","0x018"
"13.143552","192.168.42.42","142.250.192.202","62466","443","TLSv1.3","","138","0x018"
"13.146939","192.168.42.42","142.250.192.202","62466","443","TLSv1.3","","85","0x018"
"13.197025","104.18.3.161","192.168.42.42","443","62467","TLSv1.3","","582","0x018"
"13.198708","192.168.42.42","104.18.3.161","62467","443","TLSv1.3","","85","0x018"
"13.209272","104.18.3.161","192.168.42.42","443","62467","TLSv1.3","","85","0x018"
"13.210613","142.250.192.202","192.168.42.42","443","62466","TLSv1.3","","274","0x018"
"13.210991","142.250.192.202","192.168.42.42","443","62466","TLSv1.3","","345","0x018"
"13.211026","192.168.42.42","142.250.192.202","62466","443","TCP","","54","0x010"
"13.212234","142.250.192.202","192.168.42.42","443","62466","TLSv1.3","","85","0x018"
"13.212376","192.168.42.42","142.250.192.202","62466","443","TLSv1.3","","93","0x018"
"13.212635","192.168.42.42","142.250.192.202","62466","443","TLSv1.3","","78","0x018"
"13.212678","192.168.42.42","142.250.192.202","62466","443","TCP","","54","0x011"
"13.213621","142.250.192.202","192.168.42.42","443","62466","TLSv1.3","","93","0x018"
"13.213675","192.168.42.42","142.250.192.202","62466","443","TCP","","54","0x014"
"13.234023","142.250.192.202","192.168.42.42","443","62466","TCP","","54","0x010"
"13.234105","142.250.192.202","192.168.42.42","443","62466","TCP","","54","0x010"
